,scanNumber,timesweep,status,I0,I1,conversion,tReaction,tRes
89,89,2,No,36.942,55.082,0.6706728150757053,,
90,90,2,Timesweep,37.245,55.2,0.6747282608695652,0.0,2.0
91,91,2,Timesweep,37.146,55.31,0.6715964563370096,17.0,2.09
92,92,2,Timesweep,36.419,55.409,0.6572758938078651,34.0,2.19
93,93,2,Timesweep,35.798,54.861,0.6525218278923097,51.0,2.28
94,94,2,Timesweep,36.222,55.003,0.6585458974965002,68.0,2.38
95,95,2,Timesweep,36.06,55.464,0.6501514495889226,85.0,2.47
96,96,2,Timesweep,35.501,55.138,0.6438572309478037,102.0,2.57
97,97,2,Timesweep,35.747,55.434,0.6448569470000362,119.0,2.66
98,98,2,Timesweep,34.701,55.006,0.6308584518052576,136.0,2.76
99,99,2,Timesweep,34.687,55.194,0.628455991593289,153.0,2.85
